id,en,zh,level,source
v0676,freshman,新手,3,ecdict-v1
v0677,drunk,喝醉了的,3,ecdict-v1
v0678,separation,分離,3,ecdict-v1
v0679,traditionally,傳統上,3,ecdict-v1
v0680,ballot,投票,3,ecdict-v1
v0681,web,網,3,ecdict-v1
v0682,southeast,東南,3,ecdict-v1
v0683,intelligent,聰明的,3,ecdict-v1
v0684,republic,共和國,3,ecdict-v1
v0685,wherever,無論哪裡,3,ecdict-v1
v0686,govern,統治,3,ecdict-v1
v0687,driving,趕,3,ecdict-v1
v0688,rhetoric,修辭,3,ecdict-v1
v0689,convinced,確信的,3,ecdict-v1
v0690,vitamin,維生素,3,ecdict-v1
v0691,enthusiasm,巨大的熱情,3,ecdict-v1
v0692,accommodate,使適應,3,ecdict-v1
v0693,praise,讚美,3,ecdict-v1
v0694,endless,不停的,3,ecdict-v1
v0695,mandate,命令,3,ecdict-v1
v0696,respectively,各自地,3,ecdict-v1
v0697,chaos,大混亂,3,ecdict-v1
v0698,uncertainty,不確定,3,ecdict-v1
v0699,mechanical,機械的,3,ecdict-v1
v0700,format,開本,3,ecdict-v1
v0701,canvas,帆布,3,ecdict-v1
v0702,forty,四十,3,ecdict-v1
v0703,profound,極深的,3,ecdict-v1
v0704,lobby,大廳,3,ecdict-v1
v0705,trait,特徵,3,ecdict-v1
v0706,currency,貨幣,3,ecdict-v1
v0707,apologize,道歉,3,ecdict-v1
v0708,reserve,儲備品,3,ecdict-v1
v0709,beam,橫樑,3,ecdict-v1
v0710,corruption,腐敗,3,ecdict-v1
v0711,astronomer,天文學家,3,ecdict-v1
v0712,contractor,立契約的人,3,ecdict-v1
v0713,doctrine,教條,3,ecdict-v1
v0714,genuine,真正的,3,ecdict-v1
v0715,thumb,拇指,3,ecdict-v1
v0716,unity,一致,3,ecdict-v1
v0717,horrible,可怕的,3,ecdict-v1
v0718,compromise,妥協,3,ecdict-v1
v0719,behavioral,行為的,3,ecdict-v1
v0720,bureau,局,3,ecdict-v1
v0721,exclusive,排外的,3,ecdict-v1
v0722,scatter,消散,3,ecdict-v1
v0723,commonly,一般,3,ecdict-v1
v0724,convey,傳達,3,ecdict-v1
v0725,complexity,複雜,3,ecdict-v1
v0726,fork,叉子,3,ecdict-v1
v0727,twist,一扭,3,ecdict-v1
v0728,disk,圓盤,3,ecdict-v1
v0729,suspicion,懷疑,3,ecdict-v1
v0730,relieve,減輕,3,ecdict-v1
v0731,residence,住宅,3,ecdict-v1
v0732,shame,羞恥,3,ecdict-v1
v0733,meaningful,意味深長的,3,ecdict-v1
v0734,sidewalk,人行道,3,ecdict-v1
v0735,technological,技術的,3,ecdict-v1
v0736,pleasant,愉快的,3,ecdict-v1
v0737,signature,簽字,3,ecdict-v1
v0738,suspend,懸,3,ecdict-v1
v0739,rebel,叛徒,3,ecdict-v1
v0740,spouse,配偶,3,ecdict-v1
v0741,frozen,凍結的,3,ecdict-v1
v0742,fluid,液體,3,ecdict-v1
v0743,resume,重新開始,3,ecdict-v1
v0744,theoretical,理論的,3,ecdict-v1
v0745,sodium,鈉,3,ecdict-v1
v0746,pension,養老金,3,ecdict-v1
v0747,promotion,晉級,3,ecdict-v1
v0748,delicate,細緻優雅的,3,ecdict-v1
v0749,forehead,額,3,ecdict-v1
v0750,electrical,電的,3,ecdict-v1
v0751,rebuild,改建,3,ecdict-v1
v0752,hook,鉤,3,ecdict-v1
v0753,bounce,跳,3,ecdict-v1
v0754,detective,偵探,3,ecdict-v1
v0755,click,咔噠聲,3,ecdict-v1
v0756,traveler,旅行者,3,ecdict-v1
v0757,compensation,補償,3,ecdict-v1
v0758,exit,出口,3,ecdict-v1
v0759,dedicate,獻出,3,ecdict-v1
v0760,attraction,吸引,3,ecdict-v1
v0761,altogether,完全地,3,ecdict-v1
v0762,pickup,拾起,3,ecdict-v1
v0763,carve,雕刻,3,ecdict-v1
v0764,needle,針,3,ecdict-v1
v0765,belly,腹部,3,ecdict-v1
v0766,scare,驚嚇,3,ecdict-v1
v0767,timing,時間選擇,3,ecdict-v1
v0768,portfolio,皮包,3,ecdict-v1
v0769,shuttle,穿梭,3,ecdict-v1
v0770,invisible,看不見的,3,ecdict-v1
v0771,transaction,交易,3,ecdict-v1
v0772,ankle,踝,3,ecdict-v1
v0773,rescue,援救,3,ecdict-v1
v0774,counterpart,副本,3,ecdict-v1
v0775,historically,歷史上地,3,ecdict-v1
v0776,mild,溫和的,3,ecdict-v1
v0777,noon,正午,3,ecdict-v1
v0778,identical,同一的,3,ecdict-v1
v0779,doll,洋娃娃,3,ecdict-v1
v0780,rider,騎手,3,ecdict-v1
